Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Colourblindness,Hobbies - categories,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6276f877b38643f8e41ca813,5f316280965ec564c886f978,APPROVED,Not Applicable,2022-05-07T22:53:43.443000Z,2022-05-07T23:08:49.938000Z,2022-05-09T15:28:20.510000Z,,907.0,175F631D,351,"Polish, English","No, I have no issues seeing colours","Video Games, Psychology, Art",21,Male,White,Poland,Poland,Poland,Polish,No,Part-Time
6276f87c0749e5ee207a01fe,5f83653605d2664cf6a4f5f4,APPROVED,Not Applicable,2022-05-07T22:53:48.482000Z,2022-05-07T23:19:40.156000Z,2022-05-09T15:28:20.613000Z,,1552.0,175F631D,356,"Portuguese, English","No, I have no issues seeing colours","Politics, Music, Video Games",29,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Part-Time
6276f87c74a76a01a5d56a28,6115fcb4fcbab96f3ceb1734,APPROVED,Not Applicable,2022-05-07T22:54:01.411000Z,2022-05-07T23:11:12.907000Z,2022-05-09T15:28:20.749000Z,,1032.0,175F631D,175,"Spanish, English","No, I have no issues seeing colours","Music, Psychology, Art",22,Female,Other,Chile,Chile,Chile,Spanish,No,Unemployed (and job seeking)
6276f87d373afb4c7e988011,60771c928a1d754950c052d4,APPROVED,Not Applicable,2022-05-07T22:53:57.008000Z,2022-05-07T23:04:25.402000Z,2022-05-09T15:28:20.936000Z,,629.0,175F631D,155,"English, Spanish","No, I have no issues seeing colours","Video Games, Travelling, Marketing",35,Male,Mixed,Chile,Chile,Chile,Spanish,DATA_EXPIRED,DATA_EXPIRED
6276f8808604b248d473ed31,6078faf293b3e134b7c5a943,APPROVED,Not Applicable,2022-05-07T22:53:52.097000Z,2022-05-07T23:19:49.484000Z,2022-05-09T15:28:21.072000Z,,1558.0,175F631D,221,"English, Spanish","No, I have no issues seeing colours","Science, Music, Video Games",26,Male,Mixed,Chile,Chile,Chile,Spanish,DATA_EXPIRED,DATA_EXPIRED
6276f88120a395081e1aea78,6028191ed22ee868e11c5095,APPROVED,Not Applicable,2022-05-07T22:53:53.314000Z,2022-05-07T23:12:49.169000Z,2022-05-09T15:28:21.208000Z,,1136.0,175F631D,212,"English, Portuguese","No, I have no issues seeing colours","Literature, Music, Science",25,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Unemployed (and job seeking)
6276f88318d294ee1281048e,61410523235baca0b15c9afd,APPROVED,Not Applicable,2022-05-07T22:53:58.022000Z,2022-05-07T23:11:15.208000Z,2022-05-09T15:28:21.363000Z,,1038.0,175F631D,244,"English, Spanish","No, I have no issues seeing colours","Music, Science, Art",22,Female,Other,Mexico,Mexico,Mexico,Spanish,Yes,Unemployed (and job seeking)
6276f88e95c976290630ee15,6126c02e2dc530e0738d0043,APPROVED,Not Applicable,2022-05-07T22:54:06.479000Z,2022-05-07T23:11:59.724000Z,2022-05-09T15:28:21.508000Z,,1074.0,175F631D,346,English,"No, I have no issues seeing colours","Music, Sports, Video Games",22,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
6276f8908f879bb23b3284ad,5f503987fc18901a2c94c407,TIMED-OUT,Not Applicable,2022-05-07T22:54:08.002000Z,,,,61074531.0,,237,"English, Spanish","No, I have no issues seeing colours","Mathematics, Science",24,Female,Mixed,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED
6276f8947da3b3342d51a0e3,609fe26be2615905d2d901ff,APPROVED,Not Applicable,2022-05-07T22:54:17.431000Z,2022-05-07T23:17:08.563000Z,2022-05-09T15:28:21.620000Z,,1372.0,NOCODE,130,English,"No, I have no issues seeing colours","Video Games, Health & Fitness, Music",28,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
6276f8948864c52acad52b36,5f7b40dfe5a7dd0b4c02d611,APPROVED,Not Applicable,2022-05-07T22:54:12.515000Z,2022-05-07T23:23:20.989000Z,2022-05-09T15:28:21.774000Z,,1749.0,175F631D,223,"English, Portuguese","No, I have no issues seeing colours","Psychology, Video Games, Philosophy",23,Male,White,Portugal,Portugal,Portugal,Portuguese,DATA_EXPIRED,DATA_EXPIRED
6276f8979872dac45b972f91,5de5a646047da35338baeede,APPROVED,Not Applicable,2022-05-07T22:56:20.625000Z,2022-05-07T23:29:13.710000Z,2022-05-09T15:28:21.920000Z,,1974.0,175F631D,374,"Polish, English","No, I have no issues seeing colours","Science, Video Games, Politics",27,Male,White,Poland,Poland,Poland,Polish,No,Full-Time
6276f897add0517ff60ab00c,616c9372f974172d3d2133c2,TIMED-OUT,Not Applicable,2022-05-07T22:54:20.286000Z,,,,61074520.0,,193,"Afrikaans, English","No, I have no issues seeing colours","Health & Fitness, Video Games, Sports",21,Male,Mixed,South Africa,South Africa,South Africa,Afrikaans,DATA_EXPIRED,DATA_EXPIRED
6276f89995c976290630ee16,5de637df1abb5059e776aab2,TIMED-OUT,Not Applicable,2022-05-07T22:54:17.943000Z,,,,61074522.0,,317,"German, Russian, English, Polish, Spanish","No, I have no issues seeing colours","Music, Science, Art",33,Male,White,Poland,Poland,Poland,Polish,No,Unemployed (and job seeking)
6276f89a3ee8460de5c8925b,5ec177fd6de0f859df6b9541,APPROVED,Not Applicable,2022-05-07T22:54:18.327000Z,2022-05-07T23:24:03.964000Z,2022-05-09T15:28:22.083000Z,,1786.0,175F631D,305,"Spanish, English","No, I have no issues seeing colours","Psychology, Music, Video Games",25,Male,Mixed,Chile,Chile,Chile,Spanish,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6276f89b2797821905abbe37,6166e8f5ac6f9f2f58f5744c,APPROVED,Not Applicable,2022-05-07T22:54:36.570000Z,2022-05-07T23:33:43.873000Z,2022-05-09T15:28:22.197000Z,,2348.0,175F631D,354,"Afrikaans, English","No, I have no issues seeing colours","Entrepreneurship, Music, Sports",26,Male,Mixed,South Africa,South Africa,South Africa,English,No,Full-Time
6276f89c4878950ae99f3f54,613b7ff0e625773956bbe116,APPROVED,Not Applicable,2022-05-07T22:54:33.306000Z,2022-05-07T23:19:40.855000Z,2022-05-09T15:28:22.299000Z,,1508.0,175F631D,362,"English, Spanish","No, I have no issues seeing colours","Sports, Health & Fitness, Entrepreneurship",26,Female,Mixed,Mexico,Mexico,Mexico,Spanish,Yes,Full-Time
6276f89da513773305ebb11a,5c32338043b64d000171fbdf,APPROVED,Not Applicable,2022-05-07T22:54:21.929000Z,2022-05-07T23:09:04.083000Z,2022-05-09T15:28:22.389000Z,,883.0,175F631D,167,"Portuguese, English","No, I have no issues seeing colours","Video Games, Sports, Music",29,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
6276f89ffd0798bfd5b70c04,5d7e6ca9e7d6cc0018914ee9,APPROVED,Not Applicable,2022-05-07T22:54:23.730000Z,2022-05-07T23:13:52.399000Z,2022-05-09T15:28:22.518000Z,,1169.0,175F631D,675,"Japanese, English, Polish","No, I have no issues seeing colours","Music, Video Games, Literature",26,Female,White,Poland,Poland,Poland,Polish,No,Full-Time
6276f8a33d1f2ac1e6a4b514,6170515180056df60ce0808f,APPROVED,Not Applicable,2022-05-07T22:54:34.497000Z,2022-05-07T23:13:35.757000Z,2022-05-09T15:28:22.629000Z,,1142.0,175F631D,315,English,"No, I have no issues seeing colours","Art, Economics, Travelling",23,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
6276f8a387356b8593e13e57,60589194fbc0330c06ddc15c,APPROVED,Not Applicable,2022-05-07T22:54:27.079000Z,2022-05-07T23:29:32.068000Z,2022-05-09T15:28:22.713000Z,,2105.0,175F631D,95,"Portuguese, English","No, I have no issues seeing colours","Art, Travelling, Science",28,Female,White,Portugal,Belgium,Portugal,Portuguese,DATA_EXPIRED,DATA_EXPIRED
6276f8a4c1b48d833c6ecc31,6134ecb3d029f06e6a03beb2,APPROVED,Not Applicable,2022-05-07T22:54:28.470000Z,2022-05-07T23:31:24.477000Z,2022-05-09T15:28:22.806000Z,,2217.0,175F631D,117,English,"No, I have no issues seeing colours","Entrepreneurship, Travelling, Video Games",21,Male,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
6276f8a868b622067e8c8956,6165ca272627263a71ae1638,APPROVED,Not Applicable,2022-05-07T22:54:34.758000Z,2022-05-07T23:21:48.385000Z,2022-05-09T15:28:22.925000Z,,1634.0,175F631D,152,"Spanish, English","No, I have no issues seeing colours","Sports, Science, Video Games",23,Male,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time
6276f8ab9de3af763e0df9b4,5faecac5d0a22f0576837497,APPROVED,Not Applicable,2022-05-07T22:54:35.876000Z,2022-05-07T23:21:31.452000Z,2022-05-09T15:28:23.073000Z,,1616.0,175F631D,301,"English, Polish","No, I have no issues seeing colours","Music, Video Games",21,Male,White,Poland,Poland,Poland,Polish,Yes,Part-Time
6276f8ade24cc72c295348f6,5c6ff96f2d666100018c60f6,RETURNED,Not Applicable,2022-05-07T22:54:41.652000Z,,,,,,623,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
6276f8ae800a30914ad06b3f,5cd19e5a86633700166fb96f,TIMED-OUT,Not Applicable,2022-05-07T22:54:38.913000Z,,,,61074504.0,,424,"Italian, English, Spanish","No, I have no issues seeing colours","Music, Literature, Art",46,Male,White,Spain,Spain,Spain,Spanish,No,Part-Time
6276f8b776a5e84012c33df1,5e9ce3d90e7d212164143c80,APPROVED,Not Applicable,2022-05-07T22:54:47.165000Z,2022-05-07T23:15:56.569000Z,2022-05-09T15:28:23.242000Z,,1270.0,175F631D,351,"English, Spanish","No, I have no issues seeing colours","Science, Video Games, Music",28,Male,White,Chile,Chile,Chile,Spanish,DATA_EXPIRED,DATA_EXPIRED
6276f8bab5a9cb7f7ec41955,61070b50a022d7360e46e985,APPROVED,Not Applicable,2022-05-07T22:54:50.850000Z,2022-05-07T23:10:45.287000Z,2022-05-09T15:28:23.342000Z,,955.0,175F631D,261,"Greek, English","No, I have no issues seeing colours","Art, Music",22,Female,White,Greece,Greece,Greece,Greek,Yes,Part-Time
6276f8bc124617f2902ef709,5b63eed95256470001bd3d8c,APPROVED,Not Applicable,2022-05-07T22:54:56.735000Z,2022-05-07T23:25:01.467000Z,2022-05-09T15:28:23.456000Z,,1805.0,175F631D,227,English,"No, I have no issues seeing colours","Science, Sports, Video Games",27,Male,Other,Mexico,Mexico,Mexico,Spanish,No,Full-Time
6276f8bc410e0a0376f74807,5f6ce3aa36f6181177e93f0f,APPROVED,Not Applicable,2022-05-07T22:55:09.783000Z,2022-05-07T23:18:00.707000Z,2022-05-09T15:28:23.602000Z,,1371.0,175F631D,408,"French, English, Spanish","No, I have no issues seeing colours","Economics, Travelling, Entrepreneurship",24,Female,White,Spain,France,Spain,Spanish,No,Full-Time
6276f8bf7bd89d4fd2341bf6,60ca883c03ff81263967f06a,APPROVED,Not Applicable,2022-05-07T22:54:55.338000Z,2022-05-07T23:16:29.179000Z,2022-05-09T15:28:23.804000Z,,1294.0,175F631D,296,"Spanish, Portuguese, English","No, I have no issues seeing colours","Sports, Science, Video Games",24,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time
6276f8c171659f473700db71,603914a2ed55293204edf74e,APPROVED,Not Applicable,2022-05-07T22:54:57.224000Z,2022-05-07T23:17:53.536000Z,2022-05-09T15:28:23.941000Z,,1377.0,175F631D,140,"English, Portuguese, Spanish","No, I have no issues seeing colours","Travelling, Sports, Psychology",24,Male,Mixed,Portugal,Portugal,Portugal,Portuguese,DATA_EXPIRED,DATA_EXPIRED
6276f8cc6501d24aa66277ff,5cacd7f1b8f48300012dce7b,APPROVED,Not Applicable,2022-05-07T22:55:08.244000Z,2022-05-07T23:16:05.814000Z,2022-05-09T15:28:24.095000Z,,1258.0,175F631D,134,"English, Polish","No, I have no issues seeing colours","Travelling, Science",25,Male,White,Poland,Poland,Poland,Polish,Yes,Part-Time
6276f8cc94c29df2ad527988,6169622165c889aa8a809107,APPROVED,Not Applicable,2022-05-07T22:55:11.013000Z,2022-05-07T23:27:01.630000Z,2022-05-09T15:28:24.273000Z,,1911.0,175F631D,505,"Arabic, English","No, I have no issues seeing colours","Science, Economics, Music",37,Male,Other,Syrian Arab Republic,Czech Republic,Syrian Arab Republic,Arabic,Yes,Full-Time
6276f8cf35275999148ac226,5e8a60e888674a7003fbca72,TIMED-OUT,Not Applicable,2022-05-07T22:55:21.657000Z,,,,61074463.0,,458,"English, Portuguese","No, I have no issues seeing colours","Music, Sports, Travelling",40,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
6276f8cf864c3472b0465488,602bff01cb3b6f412493bc8e,APPROVED,Not Applicable,2022-05-07T22:55:11.935000Z,2022-05-07T23:14:20.264000Z,2022-05-09T15:28:24.375000Z,,1149.0,175F631D,396,"English, Portuguese","No, I have no issues seeing colours","Sports, Travelling, Video Games",29,Male,White,Brazil,Portugal,Brazil,Portuguese,No,Full-Time
6276f8d218d294ee1281048f,60a80ae7c96c2610a00b4180,APPROVED,Not Applicable,2022-05-07T22:55:14.570000Z,2022-05-07T23:22:58.113000Z,2022-05-09T15:28:24.502000Z,,1664.0,175F631D,278,"English, Portuguese","No, I have no issues seeing colours","Sports, Video Games, Science",23,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time
6276f8d240c390818da8509e,611870bc82fe24f77f43acb6,APPROVED,Not Applicable,2022-05-07T22:55:18.965000Z,2022-05-07T23:18:12.044000Z,2022-05-09T15:28:24.607000Z,,1374.0,175F631D,103,"English, French","No, I have no issues seeing colours","Art, Music, Travelling",28,Female,White,Canada,Canada,Canada,French,No,Full-Time
6276f8d5a7b0dab9fc8516e2,60230fc6c505eb163dddda74,APPROVED,Not Applicable,2022-05-07T22:55:17.306000Z,2022-05-07T23:29:12.657000Z,2022-05-09T15:28:24.693000Z,,2036.0,175F631D,439,"Portuguese, English","No, I have no issues seeing colours","Art, Music, Video Games",22,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other
6276f8d5c25b5c3ae838d964,5e8d515e288ec412311f5ee4,APPROVED,Not Applicable,2022-05-07T22:55:17.542000Z,2022-05-07T23:13:16.721000Z,2022-05-09T15:28:24.828000Z,,1080.0,175F631D,325,"English, French, Spanish, Italian","No, I have no issues seeing colours","Mathematics, Science, Health & Fitness",29,Female,Mixed,Mexico,Mexico,Mexico,Spanish,No,DATA_EXPIRED
6276f8d654a4491399363a30,61316e09579d43f0348d5d2e,APPROVED,Not Applicable,2022-05-07T22:55:31.191000Z,2022-05-07T23:19:21.016000Z,2022-05-09T15:28:24.919000Z,,1430.0,NOCODE,214,"English, Afrikaans","No, I have no issues seeing colours","Music, Philosophy, Video Games",23,Male,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
6276f8d75a419885233feef5,604248a7f841770b54cd622a,APPROVED,Not Applicable,2022-05-07T22:55:19.211000Z,2022-05-07T23:23:43.960000Z,2022-05-09T15:28:25.019000Z,,1705.0,175F631D,391,"English, Portuguese","No, I have no issues seeing colours","Video Games, Philosophy, Politics",21,Male,White,Portugal,Portugal,Portugal,Portuguese,DATA_EXPIRED,Other
6276f8d7e509ce0e210ca992,5e433ed3393e971e19f4735d,APPROVED,Not Applicable,2022-05-07T22:55:19.858000Z,2022-05-07T23:17:53.045000Z,2022-05-09T15:28:25.170000Z,,1354.0,175F631D,227,"Spanish, English","No, I have no issues seeing colours","Marketing, Music, Mathematics",21,Male,White,Chile,Chile,Chile,Spanish,Yes,Other
6276f8de25af5c91bede80ba,60e36ca41b01b65083a97ace,APPROVED,Not Applicable,2022-05-07T22:55:26.780000Z,2022-05-07T23:20:26.063000Z,2022-05-09T15:28:25.304000Z,,1500.0,175F631D,136,"Polish, English","No, I have no issues seeing colours","Science, Sports, Psychology",23,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,DATA_EXPIRED
6276f8e263818fb3d986be71,61253c280188c5503a64af66,APPROVED,Not Applicable,2022-05-07T22:55:37.054000Z,2022-05-07T23:16:07.450000Z,2022-05-09T15:28:25.396000Z,,1231.0,NOCODE,275,English,"No, I have no issues seeing colours","Art, Travelling",28,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
6276f8e28f879bb23b3284b3,5f2e530c971f30000b4345e6,APPROVED,Not Applicable,2022-05-07T22:55:34.096000Z,2022-05-07T23:13:28.510000Z,2022-05-09T15:28:25.542000Z,,1075.0,175F631D,91,"Spanish, English","No, I have no issues seeing colours","Literature, Health & Fitness, Travelling",23,Female,Mixed,Mexico,Mexico,Mexico,Spanish,DATA_EXPIRED,DATA_EXPIRED
