Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Bilingual,Highest education level completed,Literacy difficulties,Hobbies - categories,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Custom study tncs accepted at
6514735342352dad97ba601c,60267f9883e25930ddac4e5c,APPROVED,2023-09-27T18:24:34.136000Z,2023-09-27T18:29:41.277000Z,2023-09-27T20:33:39.757000Z,2023-09-27T18:29:41.769799Z,308.0,CE2K9TTL,531,English,native language + one other language,Undergraduate degree (BA/BSc/other),Yes,"Art, Music, Science",25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,
6514739e2752280b1a749357,5ba064c10d4416000157a224,APPROVED,2023-09-27T18:25:37.786000Z,2023-09-27T18:32:42.577000Z,2023-09-27T20:33:39.882000Z,2023-09-27T18:32:43.116794Z,425.0,CE2K9TTL,3795,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"Music, Video Games, Art",32,Male,Black,United States,United States,United States,English,No,Other,
6514741426b65ecf9860afac,5dc151136bba9b0b6d979aa8,APPROVED,2023-09-27T18:27:46.569000Z,2023-09-27T18:34:28.077000Z,2023-09-27T20:33:40.007000Z,2023-09-27T18:34:28.732325Z,402.0,CE2K9TTL,2325,English,none just my native langauge,Graduate degree (MA/MSc/MPhil/other),Yes,"Art, Politics",61,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65147467cedc8945d250fb1c,636155035a53907e8c192d5b,APPROVED,2023-09-27T18:28:57.986000Z,2023-09-27T18:33:55.425000Z,2023-09-27T20:33:40.134000Z,2023-09-27T18:33:55.904362Z,298.0,CE2K9TTL,2572,"English, Chinese",native language + one other language,Undergraduate degree (BA/BSc/other),No,"Video Games, Sociology, Art",25,Male,White,United States,United States,United States,English,No,Full-Time,
651474a1d9a883dc633249f6,600be42e32909325b20ab5f0,APPROVED,2023-09-27T18:29:59.022000Z,2023-09-27T18:34:22.907000Z,2023-09-27T20:33:40.256000Z,2023-09-27T18:34:23.413891Z,264.0,CE2K9TTL,1528,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"Art, Travelling, Video Games",24,Male,White,United States,United States,United States,English,Yes,Full-Time,
651474af9f286f32b0ec2854,650c52f2123e12a203e43a10,APPROVED,2023-09-27T18:31:09.811000Z,2023-09-27T18:50:52.106000Z,2023-09-27T20:33:40.424000Z,2023-09-27T18:50:52.594204Z,1183.0,CE2K9TTL,14,English,none just my native langauge,Graduate degree (MA/MSc/MPhil/other),No,"Art, Sports, Science",24,Male,Black,Nigeria,United Kingdom,United Kingdom,English,No,Full-Time,
65147558ee76d337b4224e3f,614e08e61f8e94b302758ab2,APPROVED,2023-09-27T18:33:00.814000Z,2023-09-27T18:39:01.696000Z,2023-09-27T20:33:40.557000Z,2023-09-27T18:39:02.186641Z,361.0,CE2K9TTL,206,"English, Spanish",native language + one other language,Technical/community college,No,"Art, Literature, Science",34,Male,White,United States,United States,United States,English,No,Part-Time,
65147560a54a11e949a783e7,5eceed79840590300f53fa51,APPROVED,2023-09-27T18:34:42.544000Z,2023-09-27T18:45:40.070000Z,2023-09-27T20:33:40.679000Z,2023-09-27T18:45:40.555974Z,658.0,CE2K9TTL,5202,English,none just my native langauge,Secondary education (e.g. GED/GCSE),No,"Art, Entrepreneurship, Video Games",29,Male,White,United States,United States,United States,English,No,Full-Time,
6514759ffbd333f85ea2b27b,60ed8b58291a506de5a1bf6f,APPROVED,2023-09-27T18:34:16.245000Z,2023-09-27T18:38:29.924000Z,2023-09-27T20:33:40.826000Z,2023-09-27T18:38:30.474723Z,254.0,CE2K9TTL,2602,English,none just my native langauge,High school diploma/A-levels,Yes,"Art, Health & Fitness, Video Games",36,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
651475e31375ca2c26a700aa,65020547fea32ab6dc5a7516,APPROVED,2023-09-27T18:35:27.275000Z,2023-09-27T18:42:02.281000Z,2023-09-27T20:33:40.979000Z,2023-09-27T18:42:02.856134Z,396.0,CE2K9TTL,162,English,none just my native langauge,Technical/community college,Yes,"Video Games, Psychology, Art",28,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),
651476314562569580b2a09a,6464d6f0b5714d57045709f9,APPROVED,2023-09-27T18:37:25.948000Z,2023-09-27T19:00:32.809000Z,2023-09-27T20:33:41.107000Z,2023-09-27T19:03:14.666507Z,1387.0,CE2K9TTL,914,English,native language + one other language,Undergraduate degree (BA/BSc/other),No,Art,52,Male,Black,United States,United States,United States,English,No,Full-Time,
6514763168fbb0770d0966e8,6234d77291179c1badffad36,APPROVED,2023-09-27T18:39:07.604000Z,2023-09-27T18:57:09.957000Z,2023-09-27T20:33:41.230000Z,2023-09-27T18:57:10.808033Z,1083.0,CE2K9TTL,1990,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"Art, Economics, Marketing",28,Male,White,United States,United States,United States,English,No,Full-Time,
651476422ac7745f13041177,6273eeabe7637501530d9733,APPROVED,2023-09-27T18:36:52.756000Z,2023-09-27T18:47:36.482000Z,2023-09-27T20:33:41.353000Z,2023-09-27T18:47:37.160797Z,644.0,CE2K9TTL,256,English,native language + one other language,Undergraduate degree (BA/BSc/other),No,"Art, Travelling, Video Games",27,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,
651476ae724c3bf30d50fb11,5f2f03deec679e2cf4a992e6,APPROVED,2023-09-27T18:40:18.858000Z,2023-09-27T18:49:55.247000Z,2023-09-27T20:33:41.471000Z,2023-09-27T18:49:56.075837Z,577.0,CE2K9TTL,4359,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"Art, Science, Video Games",34,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,
651476c4883d0068b1aabb3d,6460a5c4be2b393475006c79,APPROVED,2023-09-27T18:39:06.729000Z,2023-09-27T18:51:30.295000Z,2023-09-27T20:33:41.602000Z,2023-09-27T18:51:30.817740Z,744.0,CE2K9TTL,73,English,none just my native langauge,Graduate degree (MA/MSc/MPhil/other),No,"Entrepreneurship, Art, Marketing",54,Male,Other,United States,United States,United States,English,No,Unemployed (and job seeking),
6514771ab17b99222e49ffec,57f2b5b82a1c2a0001ab0562,APPROVED,2023-09-27T18:40:31.666000Z,2023-09-27T18:52:53.290000Z,2023-09-27T20:33:41.725000Z,2023-09-27T18:52:55.482585Z,742.0,CE2K9TTL,946,English,none just my native langauge,High school diploma/A-levels,No,"Science, Art, Literature",38,Male,White,United States,United States,United States,English,No,Full-Time,
65147723cdf87e9e01927784,62d21a095ad69a4459f6d664,APPROVED,2023-09-27T18:40:39.548000Z,2023-09-27T18:50:35.023000Z,2023-09-27T20:33:41.853000Z,2023-09-27T18:50:35.510789Z,596.0,CE2K9TTL,673,English,none just my native langauge,Undergraduate degree (BA/BSc/other),Yes,"Philosophy, Health & Fitness, Art",39,Male,White,United States,United States,United States,English,No,Full-Time,
6514773e00ccfea5ec1db32d,64136da866ff27f7bf98cfe0,APPROVED,2023-09-27T18:41:25.117000Z,2023-09-27T18:49:12.896000Z,2023-09-27T20:33:41.983000Z,2023-09-27T18:49:13.503171Z,468.0,CE2K9TTL,1358,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"Art, Science, Video Games",35,Male,Asian,United States,United States,United States,English,No,DATA_EXPIRED,
651477535084fbc0bcebbe4c,63db74b49b4a80525a557a61,APPROVED,2023-09-27T18:41:30.369000Z,2023-09-27T19:05:47.440000Z,2023-09-27T20:33:42.107000Z,2023-09-27T19:05:47.911736Z,1458.0,CE2K9TTL,1239,English,none just my native langauge,High school diploma/A-levels,No,"Health & Fitness, Music, Art",22,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
65147769493a2fbe3d237e96,646d3710dea5554a4b83d2a2,APPROVED,2023-09-27T18:41:50.374000Z,2023-09-27T19:09:38.044000Z,2023-09-27T20:33:42.244000Z,2023-09-27T19:09:38.549628Z,1668.0,CE2K9TTL,549,"English, German, French",native language + two other languages,Undergraduate degree (BA/BSc/other),No,"Art, Science, Health & Fitness",73,Male,White,United States,United States,United States,English,No,Part-Time,
651477bb613e9a8fa8237eb5,63d2f3294efc674f84b302d2,APPROVED,2023-09-27T18:43:11.100000Z,2023-09-27T18:51:08.736000Z,2023-09-27T20:33:42.371000Z,2023-09-27T18:51:09.455807Z,478.0,CE2K9TTL,728,English,none just my native langauge,High school diploma/A-levels,No,"Art, Science, Health & Fitness",26,Male,Other,United States,United States,United States,English,DATA_EXPIRED,Full-Time,
651477cf863c05ea16dca243,6441355901a65102aa751a95,APPROVED,2023-09-27T18:43:31.594000Z,2023-09-27T18:49:29.874000Z,2023-09-27T20:33:42.526000Z,2023-09-27T18:49:30.604147Z,359.0,CE2K9TTL,386,"English, Swedish",native language + one other language,Graduate degree (MA/MSc/MPhil/other),No,"Art, Literature, Music",34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
651477f000e3e679fc1e724e,60a51f35a0db48f89d6f3a72,APPROVED,2023-09-27T18:45:09.828000Z,2023-09-27T18:50:54.494000Z,2023-09-27T20:33:42.669000Z,2023-09-27T18:50:57.022286Z,345.0,CE2K9TTL,3589,English,none just my native langauge,Graduate degree (MA/MSc/MPhil/other),Yes,"Art, Psychology, Video Games",63,Male,White,United States,United States,United States,English,No,Full-Time,
651477fdf42ef9ada80855c5,6488e429e530a1949174c9f4,APPROVED,2023-09-27T18:44:21.553000Z,2023-09-27T18:50:21.202000Z,2023-09-27T20:33:42.857000Z,2023-09-27T18:50:21.641863Z,360.0,CE2K9TTL,635,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"Art, Music, Travelling",61,Male,Black,United States,United States,United States,English,No,DATA_EXPIRED,
651477ff9705cbc0b1cec0f7,600c63a5dfb7171357a02440,APPROVED,2023-09-27T18:44:19.506000Z,2023-09-27T18:56:08.477000Z,2023-09-27T20:33:43.006000Z,2023-09-27T18:56:08.981053Z,709.0,CE2K9TTL,1600,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"Science, Video Games, Art",26,Male,White,United States,United States,United States,English,Yes,Full-Time,
6514782ed6a025d1645f5781,63d6dfc970a407ead0b0d3a1,APPROVED,2023-09-27T18:45:29.921000Z,2023-09-27T18:59:53.775000Z,2023-09-27T20:33:43.141000Z,2023-09-27T19:02:18.543016Z,864.0,CE2K9TTL,2004,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"Marketing, Art, Health & Fitness",29,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
651478a20e2513ec64b98b74,5f01d812e83c5732b0dd15e6,APPROVED,2023-09-27T18:47:21.434000Z,2023-09-27T18:54:01.272000Z,2023-09-27T20:33:43.290000Z,2023-09-27T18:54:01.768246Z,400.0,CE2K9TTL,98,"English, Spanish",native language + one other language,Undergraduate degree (BA/BSc/other),No,"Art, Entrepreneurship, Philosophy",37,Male,White,United States,United States,United States,English,No,Full-Time,
651478d626e20ff907c00607,5ed1adc2906e0810d6ccccbf,APPROVED,2023-09-27T18:47:54.551000Z,2023-09-27T18:57:31.386000Z,2023-09-27T20:33:43.417000Z,2023-09-27T18:57:32.283656Z,577.0,CE2K9TTL,1701,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"Art, Video Games, Music",23,Male,Black,United States,United States,United States,English,Yes,Part-Time,
651478df094d2fe145ad7e70,5d1dd6e85232a60015aa54d6,APPROVED,2023-09-27T18:48:02.699000Z,2023-09-27T18:55:23.577000Z,2023-09-27T20:33:43.554000Z,2023-09-27T18:55:24.314568Z,441.0,CE2K9TTL,1074,English,none just my native langauge,Undergraduate degree (BA/BSc/other),Yes,"Art, Philosophy, Entrepreneurship",50,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
651478f98b0018d2fcbdbe41,6010d8a55ccbc64789fcbd03,APPROVED,2023-09-27T18:48:38.023000Z,2023-09-27T18:57:06.720000Z,2023-09-27T20:33:43.704000Z,2023-09-27T18:57:07.565439Z,509.0,CE2K9TTL,2393,English,none just my native langauge,Undergraduate degree (BA/BSc/other),Yes,"Art, Science, Politics",34,Male,White,United States,United States,United States,English,No,Part-Time,
65147908f30ee4b1fa981356,5c2789fc1694480001e4c4e3,APPROVED,2023-09-27T18:49:06.390000Z,2023-09-27T18:58:40.997000Z,2023-09-27T20:33:43.837000Z,2023-09-27T19:59:01.591785Z,575.0,CE2K9TTL,4943,English,none just my native langauge,High school diploma/A-levels,No,"Art, Music, Psychology",39,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
6514790b38d722ba20c56241,63ea5b695d3f16b10c21a530,APPROVED,2023-09-27T18:49:15.811000Z,2023-09-27T19:00:28.502000Z,2023-09-27T20:33:43.970000Z,2023-09-27T19:03:19.227741Z,673.0,CE2K9TTL,1436,English,none just my native langauge,Technical/community college,No,"Art, Marketing, Music",46,Male,White,United Kingdom,United States,United States,English,No,DATA_EXPIRED,
65147b1f2263be318aca38e3,63d83a19b8acced30d2e0d32,APPROVED,2023-09-27T18:58:41.610000Z,2023-09-27T19:03:57.849000Z,2023-09-27T20:33:44.101000Z,2023-09-27T19:04:14.442006Z,317.0,CE2K9TTL,1659,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"Art, Economics, Music",34,Male,White,United States,United States,United States,English,No,Full-Time,
65147b626f79a35667a700c6,6294cced417fa0a733ba14a4,APPROVED,2023-09-27T18:58:50.112000Z,2023-09-27T19:04:52.134000Z,2023-09-27T20:33:44.228000Z,2023-09-27T19:04:52.642254Z,363.0,CE2K9TTL,523,English,none just my native langauge,Technical/community college,No,"Art, Economics, Literature",36,Male,Other,"Venezuela, Bolivarian Republic of",United States,United States,English,Yes,DATA_EXPIRED,
65147b7fc802c9e2944e3f45,633066bca7b62da39547e84e,APPROVED,2023-09-27T18:59:15.124000Z,2023-09-27T19:10:56.910000Z,2023-09-27T20:33:44.354000Z,2023-09-27T19:10:57.382849Z,702.0,CE2K9TTL,313,English,none just my native langauge,Technical/community college,No,"Art, Literature, Music",28,Male,White,United States,United States,United States,English,No,Full-Time,
6514832244d56fdb2349fff2,5d979a7705d4d60017b154c6,APPROVED,2023-09-27T19:32:02.359000Z,2023-09-27T19:36:39.609000Z,2023-09-27T20:33:44.493000Z,2023-09-27T19:36:41.106335Z,278.0,CE2K9TTL,6475,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"Art, Music, Video Games",33,Male,Asian,United States,United States,United States,English,No,Full-Time,
65145ba8c87ea431b5b0218b,63e6a43a357310f8a1755a58,RETURNED,2023-09-27T16:53:20.004000Z,,,,,,246,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
65145bdde02a8a2dfa2a3822,576fc3462984e70001a97fc3,RETURNED,2023-09-27T16:44:34.124000Z,,,,,,1289,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
65145d2349b086f94b2e64b2,6480c46e98f143d5415295e1,RETURNED,2023-09-27T16:59:39.824000Z,,,,,,250,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
65145efcdc046e0d28ebe5cc,5c45d6f3169dc60001c13342,RETURNED,2023-09-27T17:07:32.649000Z,,,,,,260,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
65146025dd2ff46597c2eaa0,63d153292ab8a7e4066fb52a,RETURNED,2023-09-27T17:02:39.650000Z,,,,,,861,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
65146293e67551ee1a6cbc5d,5dee5b9435575a4eab1dfd73,RETURNED,2023-09-27T17:12:54.916000Z,,,,,,618,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
651463038e396290fbf40c04,5c41e9263be7b70001fcf4ab,RETURNED,2023-09-27T17:24:58.134000Z,,,,,,1556,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
6514639beed30f8845a2b278,6505e4cba73e9d63324e19f9,RETURNED,2023-09-27T17:17:26.277000Z,,,,,,133,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
651463e272a1fc20eabe99a6,5eb29fdddac67500082c1089,RETURNED,2023-09-27T17:28:26.496000Z,,,,,,1751,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
65146448e15bd3ce5145ebfb,5f7fc6916ac9d319565833c3,RETURNED,2023-09-27T17:20:17.680000Z,,,,,,108,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
651464f5f1b7ffb854149293,6466249c27b5e4161f763c32,RETURNED,2023-09-27T17:33:01.710000Z,,,,,,531,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
6514654264cecdda08c214ba,5f077fdf5f079b3961a02ad1,RETURNED,2023-09-27T17:35:00.072000Z,,,,,,935,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
651465b84929077f7f3e9cb7,5afbf41dd1a03d0001aad64d,TIMED-OUT,2023-09-27T17:26:19.550000Z,,,,17202743.0,,694,English,none just my native langauge,,,"Art, Literature, Politics",34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,Not Applicable
65146653bffc0e9f0b14925e,616d5c54f2953f6447f27402,RETURNED,2023-09-27T17:28:54.968000Z,,,,,,1928,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
651466afefb18e7279ca1f3d,5cdc899d48d5f100195fafff,RETURNED,2023-09-27T17:30:26.494000Z,,,,,,1931,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
651467c1ff5eec4a79ebe5d1,62d9be690206e1b4f007eacb,RETURNED,2023-09-27T17:44:57.120000Z,,,,,,1365,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
651467fb214c2f14df795fd6,6142013d4dd8ae5ca2b4329b,RETURNED,2023-09-27T17:45:55.935000Z,,,,,,1458,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
651468157a729276191b8cde,563f734bcbd4c60005dc9442,RETURNED,2023-09-27T17:46:21.154000Z,,,,,,3861,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
65146898e42d37b6ecec285f,615586b009f801c3f2d4af8d,RETURNED,2023-09-27T17:48:32.482000Z,,,,,,2566,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
6514695796457de0bb1060cd,65104bae6377d9f5639bbc96,RETURNED,2023-09-27T17:41:48.848000Z,,,,,,312,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
651469a7c7e5f55c2b49fff7,5eb0598b718c920e386736cd,RETURNED,2023-09-27T17:43:06.717000Z,,,,,,1828,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
65146a5f7028229d3d09672d,6480554bf43b15c10293e469,RETURNED,2023-09-27T17:46:14.640000Z,,,,,,719,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
65146aec60de6a30b0bdbe06,63d3fc9de67e1179cdf0d080,RETURNED,2023-09-27T17:58:28.784000Z,,,,,,955,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
65146b1c1e49d2ed2772f5b4,62b344e3e39755aabc5bed02,RETURNED,2023-09-27T18:00:09.238000Z,,,,,,1375,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
65146b493618f4a011324a42,63d2b22da2bc79f659e4a4a7,RETURNED,2023-09-27T18:00:01.803000Z,,,,,,1021,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
65146c21225893fc921671ca,5a75b131eea3d300016ddc70,RETURNED,2023-09-27T18:03:37.594000Z,,,,,,3309,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
65146c768b129c42cc795fca,57843b986475d400015a8e45,RETURNED,2023-09-27T18:05:02.682000Z,,,,,,2422,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
65146c81eb79d5417860afda,64736ec17f1a9b745c8fad92,RETURNED,2023-09-27T17:55:16.739000Z,,,,,,277,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
65146d000ca676ab1187ab25,5dd3301ff3b7c233e991e522,RETURNED,2023-09-27T17:57:24.934000Z,,,,,,3996,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
65146d4bc93af5c9fac56257,63d7a79e2606216262545e75,RETURNED,2023-09-27T18:08:35.195000Z,,,,,,858,CONSENT_REVOKED,CONSENT_REVOKED,,,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,Not Applicable
