Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Total rejections,Approval rate,Gender,Fluent languages,Highest education level completed,Literacy difficulties,Colourblindness,Hobbies - categories,Bilingual,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Custom study tncs accepted at
632cdba9fba2b81e83927e0a,60fd39f5fcbd19053ec1ce83,APPROVED,2022-09-22T22:03:27.813000Z,2022-09-22T22:07:04.506000Z,2022-10-13T00:00:38.678000Z,2022-09-22T22:07:04.853008Z,217.0,175F631D,127,3.0,98.0,Woman (including Trans Female/Trans Woman),"Farsi, English",Secondary education (e.g. GED/GCSE),Yes,"No, I have no issues seeing colours","Sports, Science, Travelling",native language + one other language,24,Female,Mixed,New Zealand,Australia,New Zealand,English,Yes,Full-Time,
632cdbbba7c347ea057e87a9,5e79ed30b0ef44028cae6b04,APPROVED,2022-09-22T22:03:39.608000Z,2022-09-22T22:07:09.561000Z,2022-10-13T00:00:38.786000Z,2022-09-22T22:07:09.925805Z,210.0,175F631D,465,5.0,99.0,Man (including Trans Male/Trans Man),"English, Gaelic",Graduate degree (MA/MSc/MPhil/other),No,"No, I have no issues seeing colours","Video Games, Science, Politics",native language + one other language,31,Male,White,Ireland,Ireland,Ireland,English,No,Full-Time,
632cdbbe2986ce73f06775e5,5f48c51c4f80c20217401144,APPROVED,2022-09-22T22:03:46.245000Z,2022-09-22T22:09:15.128000Z,2022-10-13T00:00:38.888000Z,2022-09-22T22:09:15.461411Z,329.0,175F631D,371,2.0,100.0,Woman (including Trans Female/Trans Woman),English,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Art, Health & Fitness",none just my native langauge,47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,
632cdbbfb762178e07fab4ea,6038131828fe2f19215ffa17,APPROVED,2022-09-22T22:06:08.326000Z,2022-09-22T22:09:39.800000Z,2022-10-13T00:00:38.990000Z,2022-09-22T22:09:40.169936Z,212.0,175F631D,294,3.0,99.0,Woman (including Trans Female/Trans Woman),English,Technical/community college,Yes,"No, I have no issues seeing colours","Art, Travelling, Health & Fitness",none just my native langauge,54,Female,White,Canada,Canada,Canada,English,No,Full-Time,
632cdbde0bd8959084a87ded,5bc8cdca0f10750001d70716,APPROVED,2022-09-22T22:07:51.749000Z,2022-09-22T22:11:10.691000Z,2022-10-13T00:00:39.095000Z,2022-09-22T22:11:11.005823Z,199.0,175F631D,1054,1.0,100.0,Woman (including Trans Female/Trans Woman),English,Undergraduate degree (BA/BSc/other),Yes,"No, I have no issues seeing colours","Health & Fitness, Travelling, Literature",none just my native langauge,44,Female,Mixed,United States,Canada,Canada,English,No,Full-Time,
632cdbe4712188e1d2f1fb06,60e7fbc3b1136e94798918be,APPROVED,2022-09-22T22:04:23.169000Z,2022-09-22T22:12:56.427000Z,2022-10-13T00:00:39.201000Z,2022-09-22T22:12:56.863197Z,514.0,175F631D,625,1.0,100.0,Man (including Trans Male/Trans Man),English,High school diploma/A-levels,Yes,"No, I have no issues seeing colours","Video Games, Travelling, Science",none just my native langauge,35,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
632cdbe7de1f9122e54afecb,5cd4896b002768001637fad0,APPROVED,2022-09-22T22:04:27.473000Z,2022-09-22T22:10:45.491000Z,2022-10-13T00:00:39.326000Z,2022-09-22T22:10:46.045078Z,379.0,175F631D,360,4.0,99.0,Woman (including Trans Female/Trans Woman),English,Graduate degree (MA/MSc/MPhil/other),No,"No, I have no issues seeing colours","Health & Fitness, Travelling, Sports",none just my native langauge,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time,
632cdbf2faff2a59b1dcc638,6303e509cfa8e822979d22b7,APPROVED,2022-09-22T22:05:53.782000Z,2022-09-22T22:09:12.179000Z,2022-10-13T00:00:39.453000Z,2022-09-22T22:09:12.507135Z,199.0,175F631D,22,0.0,100.0,Man (including Trans Male/Trans Man),English,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Economics, Politics",none just my native langauge,25,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
632cdbf39d7a4c71926dc1bc,59e7eb5d62637600014a7db2,APPROVED,2022-09-22T22:04:35.046000Z,2022-09-22T22:10:10.352000Z,2022-10-13T00:00:39.557000Z,2022-09-22T22:10:10.751771Z,336.0,175F631D,363,1.0,100.0,Woman (including Trans Female/Trans Woman),English,Secondary education (e.g. GED/GCSE),No,"No, I have no issues seeing colours","Art, Politics, Sports",none just my native langauge,71,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,
632cdbf49e852cf8c04afecb,5b97dba2813d530001c326ee,APPROVED,2022-09-22T22:04:38.850000Z,2022-09-22T22:14:04.645000Z,2022-10-13T00:00:39.664000Z,2022-09-22T22:14:04.944612Z,566.0,175F631D,1391,0.0,100.0,Man (including Trans Male/Trans Man),English,Technical/community college,No,"No, I have no issues seeing colours","Music, Politics, Sports",none just my native langauge,61,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
632cdbf7a2a76474ca971789,5e76575d5b61bc000a403a50,APPROVED,2022-09-22T22:04:42.559000Z,2022-09-22T22:16:09.648000Z,2022-10-13T00:00:39.774000Z,2022-09-22T22:16:11.403971Z,688.0,175F631D,102,1.0,100.0,Man (including Trans Male/Trans Man),English,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Science, Philosophy, Politics",none just my native langauge,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
632cdbf881b8b65c35d28b32,5dab79a5525a7600139cd31e,APPROVED,2022-09-22T22:04:40.659000Z,2022-09-22T22:08:51.315000Z,2022-10-13T00:00:39.881000Z,2022-09-22T22:08:51.689411Z,251.0,175F631D,1010,3.0,100.0,Man (including Trans Male/Trans Man),"English, Spanish",Graduate degree (MA/MSc/MPhil/other),No,"No, I have no issues seeing colours","Literature, Music, Sports",native language + one other language,25,Male,White,United Kingdom,Poland,United Kingdom,English,No,Full-Time,
632cdbfaba2f0af4c1db4c1f,545cf48ffdf99b7f9e3254e6,APPROVED,2022-09-22T22:04:45.356000Z,2022-09-22T22:08:42.424000Z,2022-10-13T00:00:39.988000Z,2022-09-22T22:08:42.828532Z,238.0,175F631D,143,0.0,100.0,Woman (including Trans Female/Trans Woman),English,High school diploma/A-levels,No,"No, I have no issues seeing colours","Psychology, Entrepreneurship, Health & Fitness",none just my native langauge,22,Female,Mixed,Canada,Canada,Canada,English,Yes,Full-Time,
632cdc0a2bda8608bfcd669d,5cd6c6fd987ddd00187b79fd,APPROVED,2022-09-22T22:04:58.835000Z,2022-09-22T22:08:28.234000Z,2022-10-13T00:00:40.091000Z,2022-09-22T22:08:28.594599Z,210.0,175F631D,1260,1.0,100.0,Man (including Trans Male/Trans Man),English,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Video Games, Travelling, Art",native language + one other language,28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
632cdc0ec20a006e50bc3d54,5aca54f4f69e940001d9ad2f,APPROVED,2022-09-22T22:05:05.591000Z,2022-09-22T22:07:28.163000Z,2022-10-13T00:00:40.220000Z,2022-09-22T22:07:28.575616Z,143.0,175F631D,880,7.0,99.0,Woman (including Trans Female/Trans Woman),"English, French",Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Literature, Health & Fitness, Science",native language + one other language,30,Female,Asian,Canada,Canada,Canada,English,No,Full-Time,
632cdc144a2f5c39068ad24f,5ca8eb68e6756300142a960c,APPROVED,2022-09-22T22:05:10.573000Z,2022-09-22T22:10:00.149000Z,2022-10-13T00:00:40.353000Z,2022-09-22T22:10:00.472334Z,290.0,175F631D,296,2.0,100.0,Woman (including Trans Female/Trans Woman),English,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Literature, Travelling, Music",none just my native langauge,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
632cdc3460c6e415ad4863b6,5e34640e18035e000a7459e7,APPROVED,2022-09-22T22:05:43.263000Z,2022-09-22T22:09:31.164000Z,2022-10-13T00:00:40.468000Z,2022-09-22T22:09:31.530451Z,228.0,175F631D,46,0.0,100.0,Man (including Trans Male/Trans Man),English,Graduate degree (MA/MSc/MPhil/other),No,"No, I have no issues seeing colours","Literature, Music, Video Games",none just my native langauge,33,Male,White,United States,Ireland,United States,English,Yes,Part-Time,
632cdc5c5844214751b8afa2,60f59bc3f1fa879c5fcac501,APPROVED,2022-09-22T22:06:23.142000Z,2022-09-22T22:09:50.740000Z,2022-10-13T00:00:40.578000Z,2022-09-22T22:09:51.054162Z,208.0,175F631D,386,0.0,100.0,Man (including Trans Male/Trans Man),English,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Travelling, Sports, Music",none just my native langauge,30,Male,White,Canada,Canada,Canada,English,No,Full-Time,
632cdc5edd1e2acd9a5e0d4f,5874022fa763c900011d9ab7,APPROVED,2022-09-22T22:06:24.691000Z,2022-09-22T22:10:32.014000Z,2022-10-13T00:00:40.679000Z,2022-09-22T22:10:32.410019Z,248.0,175F631D,524,8.0,97.0,Woman (including Trans Female/Trans Woman),English,Graduate degree (MA/MSc/MPhil/other),No,"No, I have no issues seeing colours","Health & Fitness, Travelling",none just my native langauge,46,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,
632cdc64a5e70f21c58ad250,616d8bc4bd45c4a64b3c6734,APPROVED,2022-09-22T22:06:30.887000Z,2022-09-22T22:11:33.002000Z,2022-10-13T00:00:40.789000Z,2022-09-22T22:11:33.405082Z,303.0,175F631D,503,8.0,98.0,Man (including Trans Male/Trans Man),English,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Economics, Health & Fitness, Sports",none just my native langauge,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
632cdc6536230346da5e0dcf,610d9096ef7544e18e5f9cf3,APPROVED,2022-09-22T22:06:31.348000Z,2022-09-22T22:10:53.283000Z,2022-10-13T00:00:40.910000Z,2022-09-22T22:10:53.663098Z,262.0,175F631D,253,1.0,100.0,Woman (including Trans Female/Trans Woman),English,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Psychology, Sociology, Sports",none just my native langauge,27,Female,Mixed,Canada,Canada,Canada,English,Yes,DATA_EXPIRED,
632cdc79de1bc3da9a06019f,5b45ecc2dfd85a0001b7db6f,APPROVED,2022-09-22T22:06:49.856000Z,2022-09-22T22:11:34.191000Z,2022-10-13T00:00:41.034000Z,2022-09-22T22:11:34.601652Z,285.0,175F631D,355,8.0,95.0,Woman (including Trans Female/Trans Woman),English,Technical/community college,No,"No, I have no issues seeing colours",Health & Fitness,none just my native langauge,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
632cdc7b89c927c7f2580c37,5aca8df5436f550001000d03,APPROVED,2022-09-22T22:07:02.146000Z,2022-09-22T22:12:40.566000Z,2022-10-13T00:00:41.162000Z,2022-09-22T22:12:40.923332Z,339.0,175F631D,982,1.0,100.0,Woman (including Trans Female/Trans Woman),English,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Art, Video Games, Travelling",none just my native langauge,49,Female,White,New Zealand,New Zealand,New Zealand,English,No,Full-Time,
632cdc7cb2ceee7bf04919a5,5c4a338685f2ad0001b9ef33,APPROVED,2022-09-22T22:06:54.802000Z,2022-09-22T22:10:26.494000Z,2022-10-13T00:00:41.300000Z,2022-09-22T22:10:26.883849Z,212.0,175F631D,1090,5.0,100.0,Woman (including Trans Female/Trans Woman),English,Technical/community college,No,"No, I have no issues seeing colours","Marketing, Health & Fitness, Entrepreneurship",none just my native langauge,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
632cdc8589bd931ab65b0232,5f48544c205968325c61c268,APPROVED,2022-09-22T22:07:03.787000Z,2022-09-22T22:23:50.593000Z,2022-10-13T00:00:41.420000Z,2022-09-22T22:23:50.949216Z,1007.0,175F631D,214,0.0,100.0,Woman (including Trans Female/Trans Woman),English,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Art, Marketing, Video Games",none just my native langauge,30,Female,White,Canada,Canada,Canada,English,No,Full-Time,
632cdc869339e15fbbfab51e,614fc5f1246c9a684153d869,APPROVED,2022-09-22T22:07:06.401000Z,2022-09-22T22:11:34.568000Z,2022-10-13T00:00:41.536000Z,2022-09-22T22:11:34.874046Z,269.0,175F631D,334,2.0,100.0,Man (including Trans Male/Trans Man),"English, French",Technical/community college,No,"No, I have no issues seeing colours","Music, Sports, Science",native language + one other language,45,Male,White,Canada,Canada,Canada,English,No,DATA_EXPIRED,
632cdc96665a1ca459580c8c,5ccdb020ed1c4f001649810e,APPROVED,2022-09-22T22:07:18.170000Z,2022-09-22T22:10:37.309000Z,2022-10-13T00:00:41.644000Z,2022-09-22T22:10:37.792007Z,200.0,175F631D,1226,4.0,100.0,Man (including Trans Male/Trans Man),"English, Urdu",Doctorate degree (PhD/other),No,"No, I have no issues seeing colours","Literature, Philosophy, Sociology",native language + two other languages,33,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time,
632cdc9d870610c0d5cd668d,5abcf5229534ba0001c6f480,APPROVED,2022-09-22T22:07:25.354000Z,2022-09-22T22:13:57.005000Z,2022-10-13T00:00:41.753000Z,2022-09-22T22:13:57.371684Z,392.0,175F631D,1045,6.0,100.0,Woman (including Trans Female/Trans Woman),English,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Politics, Travelling",none just my native langauge,70,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
632cdca62bda8608bfcd66aa,588e24599c4f3f00010f13db,APPROVED,2022-09-22T22:07:34.950000Z,2022-09-22T22:13:32.644000Z,2022-10-13T00:00:41.867000Z,2022-09-22T22:13:32.975109Z,358.0,175F631D,331,0.0,100.0,Woman (including Trans Female/Trans Woman),"English, Scots",Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Politics, Science, Travelling",none just my native langauge,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,
632cdcb3c3426317f8f32160,5702c03e68c641000e0d754d,APPROVED,2022-09-22T22:07:47.369000Z,2022-09-22T22:15:05.376000Z,2022-10-13T00:00:41.973000Z,2022-09-22T22:15:05.750837Z,439.0,175F631D,900,0.0,100.0,Man (including Trans Male/Trans Man),English,Secondary education (e.g. GED/GCSE),No,"No, I have no issues seeing colours","Science, Psychology, Entrepreneurship",none just my native langauge,50,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
632cdcb8414b8eb5fd717e7a,5cfd2f7290cc5d001a9b5379,APPROVED,2022-09-22T22:07:59.178000Z,2022-09-22T22:14:00.705000Z,2022-10-13T00:00:42.095000Z,2022-09-22T22:14:01.054466Z,362.0,175F631D,584,8.0,98.0,Man (including Trans Male/Trans Man),English,Technical/community college,No,"No, I have no issues seeing colours","Health & Fitness, Travelling, Philosophy",none just my native langauge,54,Male,White,Australia,Australia,Australia,English,No,Full-Time,
632cdcbcb74af342b2109793,60fd75108525cd6fda260a57,APPROVED,2022-09-22T22:08:01.950000Z,2022-09-22T22:13:17.133000Z,2022-10-13T00:00:42.216000Z,2022-09-22T22:13:17.542828Z,316.0,175F631D,82,1.0,100.0,Woman (including Trans Female/Trans Woman),English,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Literature, Health & Fitness, Sports",native language + one other language,20,Female,White,Ireland,Ireland,Ireland,English,Yes,Full-Time,
632cdcbe6b2b09a6a2415534,62fbad3549244b5c1712e4a5,APPROVED,2022-09-22T22:08:01.555000Z,2022-09-22T22:12:19Z,2022-10-13T00:00:42.325000Z,2022-09-22T22:12:19.347027Z,258.0,NOCODE,14,1.0,98.0,Woman (including Trans Female/Trans Woman),English,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Marketing, Economics, Science",none just my native langauge,25,Female,White,Ireland,United Kingdom,Ireland,English,No,Other,
632cdcc5612ceba53b5e0d59,6234ad50fbfc7c32f4687eee,APPROVED,2022-09-22T22:08:09.125000Z,2022-09-22T22:14:22.609000Z,2022-10-13T00:00:42.660000Z,2022-09-22T22:14:23.012804Z,374.0,175F631D,67,0.0,100.0,Woman (including Trans Female/Trans Woman),English,Technical/community college,No,"No, I have no issues seeing colours","Art, Literature, Music",none just my native langauge,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
632cdcc6597e1d951abc3d58,60202966952eef609dccc9ea,APPROVED,2022-09-22T22:08:11.454000Z,2022-09-22T22:12:30.784000Z,2022-10-13T00:00:42.796000Z,2022-09-22T22:12:31.135768Z,260.0,175F631D,471,4.0,99.0,Woman (including Trans Female/Trans Woman),English,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Marketing, Health & Fitness, Travelling",none just my native langauge,23,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking),
632cdcd4de1bc3da9a0601ab,5ceb011d2e4f1700162a8bca,APPROVED,2022-09-22T22:08:23.209000Z,2022-09-22T22:14:22.880000Z,2022-10-13T00:00:42.928000Z,2022-09-22T22:14:23.279555Z,360.0,175F631D,1024,6.0,100.0,Woman (including Trans Female/Trans Woman),English,Graduate degree (MA/MSc/MPhil/other),No,"No, I have no issues seeing colours","Marketing, Health & Fitness, Psychology",native language + one other language,25,Female,Asian,Nepal,United Kingdom,United Kingdom,English,No,Full-Time,
632cdcdfdd1e2acd9a5e0d5f,60940e7600124bd7a1cb35f8,APPROVED,2022-09-22T22:08:34.359000Z,2022-09-22T22:12:43.547000Z,2022-10-13T00:00:43.035000Z,2022-09-22T22:12:43.886796Z,250.0,175F631D,228,0.0,100.0,Woman (including Trans Female/Trans Woman),"English, Spanish",Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Health & Fitness, Entrepreneurship",native language + one other language,29,Female,Mixed,Canada,Mexico,Canada,English,Yes,Full-Time,
632cdce45c2c7d70fa7df3ae,6297926c64e0ed0b008a1230,APPROVED,2022-09-22T22:08:38.463000Z,2022-09-22T22:16:13.468000Z,2022-10-13T00:00:43.152000Z,2022-09-22T22:16:13.850957Z,456.0,175F631D,143,1.0,100.0,Man (including Trans Male/Trans Man),English,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours",Sports,none just my native langauge,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
632cdcf25a0b83b22828602f,62b5d94f688feb883eba2729,APPROVED,2022-09-22T22:08:53.250000Z,2022-09-22T22:12:09.950000Z,2022-10-13T00:00:43.283000Z,2022-09-22T22:12:10.321746Z,197.0,175F631D,84,0.0,100.0,Man (including Trans Male/Trans Man),English,Graduate degree (MA/MSc/MPhil/other),No,"No, I have no issues seeing colours","Health & Fitness, Sports, Video Games",none just my native langauge,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking),
632cdcf372c82e0e3fdcc652,5c438ecd81cc58000186f09d,APPROVED,2022-09-22T22:08:58.092000Z,2022-09-22T22:12:32.177000Z,2022-10-13T00:00:43.421000Z,2022-09-22T22:12:32.584132Z,215.0,175F631D,334,4.0,98.0,Man (including Trans Male/Trans Man),English,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Politics, Travelling, Sports",native language + one other language,24,Male,White,Canada,Canada,Canada,English,No,Full-Time,
632cdcf8e27456dc3fcb9c33,5b101f7830d562000155a139,APPROVED,2022-09-22T22:09:00.058000Z,2022-09-22T22:14:20.430000Z,2022-10-13T00:00:43.555000Z,2022-09-22T22:14:21.033560Z,321.0,175F631D,2798,0.0,100.0,Man (including Trans Male/Trans Man),English,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Health & Fitness, Philosophy, Entrepreneurship",none just my native langauge,43,Male,White,United States,United States,United States,English,No,Full-Time,
632cdcfedd1e2acd9a5e0d64,5c9e829c7c5bfd00177fe952,APPROVED,2022-09-22T22:09:04.192000Z,2022-09-22T22:13:02.518000Z,2022-10-13T00:00:43.664000Z,2022-09-22T22:13:02.843068Z,239.0,175F631D,817,3.0,100.0,Man (including Trans Male/Trans Man),English,High school diploma/A-levels,No,"No, I have no issues seeing colours","Entrepreneurship, Marketing, Video Games",none just my native langauge,22,Male,White,United States,United States,United States,English,Yes,Full-Time,
632cdd10f9c3fe43d83cd2af,5b1a88970ada0a0001e0f483,APPROVED,2022-09-22T22:09:22.874000Z,2022-09-22T22:12:43.014000Z,2022-10-13T00:00:43.783000Z,2022-09-22T22:12:43.549977Z,201.0,175F631D,940,6.0,99.0,Woman (including Trans Female/Trans Woman),English,Secondary education (e.g. GED/GCSE),No,"No, I have no issues seeing colours","Music, Art, Video Games",none just my native langauge,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
632cdd1545818a3e2bbc3d5e,5fd6744da6778c581ec7bcef,APPROVED,2022-09-22T22:09:32.291000Z,2022-09-22T22:15:30.874000Z,2022-10-13T00:00:43.890000Z,2022-09-22T22:15:31.291555Z,359.0,175F631D,240,2.0,99.0,Woman (including Trans Female/Trans Woman),English,Graduate degree (MA/MSc/MPhil/other),No,"No, I have no issues seeing colours","Literature, Health & Fitness, Music",none just my native langauge,53,Female,White,Ireland,Ireland,Ireland,English,Yes,Part-Time,
632cdd16b4a80e5c924afe77,5f58744ecdecc83e9d559f86,APPROVED,2022-09-22T22:09:42.168000Z,2022-09-22T22:18:09.147000Z,2022-10-13T00:00:44.018000Z,2022-09-22T22:18:09.561024Z,507.0,175F631D,206,2.0,100.0,Woman (including Trans Female/Trans Woman),English,Graduate degree (MA/MSc/MPhil/other),No,"No, I have no issues seeing colours","Music, Art, Sports",none just my native langauge,64,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
632cdd1d414b8eb5fd717e84,62898789537bb621d3e07ff4,APPROVED,2022-09-22T22:09:36.068000Z,2022-09-22T22:14:51.068000Z,2022-10-13T00:00:44.128000Z,2022-09-22T22:14:51.391064Z,315.0,175F631D,78,0.0,100.0,Man (including Trans Male/Trans Man),English,Technical/community college,No,"No, I have no issues seeing colours","Music, Science, Entrepreneurship",none just my native langauge,30,Male,White,United States,United States,United States,English,No,Full-Time,
632cdd1fcaf8ac6201f92e93,601e4c88252f60290cc57d4c,APPROVED,2022-09-22T22:09:39.463000Z,2022-09-22T22:13:36.992000Z,2022-10-13T00:00:44.232000Z,2022-09-22T22:13:37.416181Z,238.0,175F631D,256,1.0,100.0,Man (including Trans Male/Trans Man),English,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Entrepreneurship, Video Games, Literature",none just my native langauge,23,Male,Asian,South Africa,New Zealand,New Zealand,English,Yes,Part-Time,
632cdd2746206be0454afe90,5be883c833f40a0001032d5f,APPROVED,2022-09-22T22:18:59.152000Z,2022-09-22T22:28:38.825000Z,2022-10-13T00:00:44.332000Z,2022-09-22T22:28:39.237339Z,580.0,175F631D,801,1.0,100.0,Woman (including Trans Female/Trans Woman),English,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Psychology, Travelling, Sociology",none just my native langauge,34,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
632cdd2b70e627206f9de41c,60a5a599bbb27be1974dae25,APPROVED,2022-09-22T22:10:00.876000Z,2022-09-22T22:15:53.786000Z,2022-10-13T00:00:44.441000Z,2022-09-22T22:15:54.098247Z,353.0,175F631D,208,1.0,100.0,Woman (including Trans Female/Trans Woman),English,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Health & Fitness, Science, Music",native language + three or more other languages,22,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time,
632cdd3f3eef7e521de26988,5e696506e570590a12418b2f,APPROVED,2022-09-22T22:10:19.837000Z,2022-09-22T22:15:43.498000Z,2022-10-13T00:00:44.556000Z,2022-09-22T22:15:43.843284Z,324.0,175F631D,430,5.0,99.0,Woman (including Trans Female/Trans Woman),English,Technical/community college,No,"No, I have no issues seeing colours","Science, Politics",none just my native langauge,44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
632cdd44cbd83c546af32167,5f42d4271627731086718372,APPROVED,2022-09-22T22:10:15.985000Z,2022-09-22T22:15:50.184000Z,2022-10-13T00:00:44.667000Z,2022-09-22T22:15:50.555703Z,335.0,175F631D,196,1.0,100.0,Woman (including Trans Female/Trans Woman),English,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Travelling, Video Games, Politics",none just my native langauge,39,Female,White,Canada,Canada,Canada,English,Yes,Full-Time,
632cdd4646206be0454afe91,60d1c527dcdd3f3b9c47025b,APPROVED,2022-09-22T22:10:16.715000Z,2022-09-22T22:14:17.611000Z,2022-10-13T00:00:44.782000Z,2022-09-22T22:14:17.967290Z,241.0,175F631D,389,0.0,100.0,Woman (including Trans Female/Trans Woman),English,High school diploma/A-levels,No,"No, I have no issues seeing colours","Health & Fitness, Travelling, Art",none just my native langauge,35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
632cdd48c49e8a8dd2f2904b,5c1a1a8e792f4400015d5b86,APPROVED,2022-09-22T22:15:59.953000Z,2022-09-22T22:20:42.895000Z,2022-10-13T00:00:44.888000Z,2022-09-22T22:20:43.244810Z,283.0,175F631D,928,1.0,100.0,Woman (including Trans Female/Trans Woman),English,Technical/community college,No,"No, I have no issues seeing colours","Video Games, Health & Fitness, Art",none just my native langauge,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,
632cdd4bdd6712dd44be2912,608db1ddbd58db5cdad628af,APPROVED,2022-09-22T22:10:21.970000Z,2022-09-22T22:14:43.583000Z,2022-10-13T00:00:45.019000Z,2022-09-22T22:14:43.899996Z,262.0,175F631D,168,1.0,100.0,Man (including Trans Male/Trans Man),English,Secondary education (e.g. GED/GCSE),Yes,"No, I have no issues seeing colours","Mathematics, Science, Psychology",none just my native langauge,20,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Unemployed (and job seeking),
632cdd4eccc59496639d0e14,5e1b9ea4ebd84f3c9d208dbb,APPROVED,2022-09-22T22:10:26.709000Z,2022-09-22T22:14:57.304000Z,2022-10-13T00:00:45.161000Z,2022-09-22T22:14:57.701404Z,271.0,175F631D,255,5.0,97.0,Woman (including Trans Female/Trans Woman),English,High school diploma/A-levels,No,"No, I have no issues seeing colours",Video Games,none just my native langauge,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
632cdd4e870610c0d5cd669f,5efdb59031628202f67defe6,APPROVED,2022-09-22T22:10:50.169000Z,2022-09-22T22:15:12.620000Z,2022-10-13T00:00:45.303000Z,2022-09-22T22:15:13.030750Z,263.0,175F631D,473,1.0,100.0,Woman (including Trans Female/Trans Woman),English,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Travelling, Health & Fitness, Art",native language + two other languages,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
