Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Bilingual,Highest education level completed,Literacy difficulties,Colourblindness,Hobbies - categories,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Custom study tncs accepted at
6514979d9d07eb792dbdbe04,62b055a21e169809861b173d,APPROVED,2023-09-27T20:59:19.276000Z,2023-09-27T21:05:20.396000Z,2023-09-28T17:02:47.489000Z,2023-09-27T21:05:22.332433Z,362.0,CE2K9TTL,423,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Sports, Video Games, Music",32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
651497a817cdd6862049ffff,63f7b71917de2d8c5dfd92ff,APPROVED,2023-09-27T20:59:24.890000Z,2023-09-27T21:05:26.832000Z,2023-09-28T17:02:47.648000Z,2023-09-27T21:05:27.311609Z,362.0,CE2K9TTL,241,English,none just my native langauge,High school diploma/A-levels,No,"No, I have no issues seeing colours","Entrepreneurship, Health & Fitness, Video Games",19,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time,
651497b46a7c8827b1f40bac,60eb14724415442253f984d5,APPROVED,2023-09-27T20:59:38.836000Z,2023-09-27T21:09:38.998000Z,2023-09-28T17:02:47.802000Z,2023-09-27T21:10:03.516512Z,601.0,CE2K9TTL,335,"English, Hindi",native language + two other languages,Technical/community college,No,"No, I have no issues seeing colours","Health & Fitness, Sports, Video Games",33,Male,Asian,India,United Kingdom,Portugal,English,DATA_EXPIRED,DATA_EXPIRED,
651497bc43b9177400927772,5ec235edd61b87000a1b3aa7,APPROVED,2023-09-27T20:59:48.085000Z,2023-09-27T21:10:32.571000Z,2023-09-28T17:02:47.972000Z,2023-09-27T21:10:33.377115Z,645.0,CE2K9TTL,384,English,none just my native langauge,Technical/community college,No,"No, I have no issues seeing colours","Video Games, Travelling, Health & Fitness",31,Male,White,Australia,Australia,Australia,English,No,Full-Time,
651497bcb89ddcb8d1fdbac1,6089ccf43f43e48ba34f3d61,APPROVED,2023-09-27T20:59:43.409000Z,2023-09-27T21:07:23.336000Z,2023-09-28T17:02:48.157000Z,2023-09-27T21:07:23.809044Z,460.0,CE2K9TTL,279,"Arabic, Polish, English",native language + two other languages,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Video Games, Science, Entrepreneurship",31,Male,Other,Canada,Canada,Canada,English,No,Full-Time,
651497c4137614b3b90f9889,5aea94e4b595b2000142191b,APPROVED,2023-09-27T21:00:01.821000Z,2023-09-27T21:05:37.374000Z,2023-09-28T17:02:48.349000Z,2023-09-27T21:05:37.883021Z,336.0,CE2K9TTL,172,English,none just my native langauge,Secondary education (e.g. GED/GCSE),No,"No, I have no issues seeing colours","Video Games, Music, Art",29,Male,White,Australia,Australia,Australia,English,No,Unemployed (and job seeking),
651497c57802e2483a1e5e02,5e90a3adb3e1243bdcfaf973,APPROVED,2023-09-27T20:59:53.157000Z,2023-09-27T21:09:21.570000Z,2023-09-28T17:02:48.548000Z,2023-09-27T21:10:02.218793Z,569.0,CE2K9TTL,782,English,native language + one other language,Secondary education (e.g. GED/GCSE),Yes,"No, I have no issues seeing colours","Music, Sports, Video Games",42,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking),
651497c6f66f44cceaaa0925,542bdb6dfdf99b324ea37c3a,APPROVED,2023-09-27T20:59:54.517000Z,2023-09-27T21:06:43.091000Z,2023-09-28T17:02:48.728000Z,2023-09-27T21:06:43.605799Z,409.0,CE2K9TTL,1674,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Science, Sports, Travelling",52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,
651497cf4738eba4b56ee89e,63780dcb8171e255fe423b28,APPROVED,2023-09-27T21:00:03.537000Z,2023-09-27T21:15:13.711000Z,2023-09-28T17:02:48.900000Z,2023-09-27T21:15:14.266343Z,911.0,CE2K9TTL,154,English,none just my native langauge,Technical/community college,No,"No, I have no issues seeing colours",Sports,57,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED,
651497d17802e2483a1e5e06,63e89dd3c15d626310f40cda,APPROVED,2023-09-27T21:00:09.146000Z,2023-09-27T21:08:42.731000Z,2023-09-28T17:02:49.251000Z,2023-09-27T21:09:06.210912Z,514.0,CE2K9TTL,206,English,none just my native langauge,Secondary education (e.g. GED/GCSE),No,"No, I have no issues seeing colours","Video Games, Sports, Music",34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
651497d1423e8ed90513b26c,559b1e92fdf99b426abb6227,APPROVED,2023-09-27T21:00:08.047000Z,2023-09-27T21:07:36.437000Z,2023-09-28T17:02:49.045000Z,2023-09-27T21:07:39.004473Z,449.0,CE2K9TTL,3967,English,none just my native langauge,Secondary education (e.g. GED/GCSE),No,"No, I have no issues seeing colours","Science, Sports, Music",43,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),
651497df6a7c8827b1f40bb4,5ed43096f615650c8fb1b1ea,APPROVED,2023-09-27T21:00:21.667000Z,2023-09-27T21:06:44.119000Z,2023-09-28T17:02:49.411000Z,2023-09-27T21:06:44.592562Z,383.0,CE2K9TTL,233,English,none just my native langauge,No formal qualifications,No,"No, I have no issues seeing colours","Entrepreneurship, Health & Fitness, Psychology",46,Male,White,Germany,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking),
651497fd20bb0c9f5a0376a5,64fe5ebe21eea92cbada1d33,APPROVED,2023-09-27T21:00:48.967000Z,2023-09-27T21:08:33.753000Z,2023-09-28T17:02:49.552000Z,2023-09-27T21:09:16.205539Z,465.0,CE2K9TTL,5,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Politics, Video Games, Music",37,Male,White,Australia,New Zealand,New Zealand,English,No,Full-Time,
651497fe8ce72095ffbdbe4b,60fe79117e082892a4e47723,APPROVED,2023-09-27T21:00:58.231000Z,2023-09-27T21:05:20.520000Z,2023-09-28T17:02:49.681000Z,2023-09-27T21:05:21.211476Z,263.0,CE2K9TTL,459,English,none just my native langauge,Technical/community college,No,"No, I have no issues seeing colours","Music, Video Games, Health & Fitness",30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,
65149807518928c7c2fdbaea,63d03c4a61145e60f5e99453,APPROVED,2023-09-27T21:00:59.380000Z,2023-09-27T21:07:37.877000Z,2023-09-28T17:02:49.828000Z,2023-09-27T21:07:43.813607Z,399.0,CE2K9TTL,943,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Video Games, Sociology, Travelling",37,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,
65149821e0d829a02d149262,60bbacbdbc9006c3e6fc64ac,APPROVED,2023-09-27T21:01:25.084000Z,2023-09-27T21:11:58.949000Z,2023-09-28T17:02:49.960000Z,2023-09-27T21:11:59.425830Z,634.0,CE2K9TTL,763,English,none just my native langauge,Doctorate degree (PhD/other),No,"No, I have no issues seeing colours","Sports, Video Games, Travelling",38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65149835ff7947cb41b98b47,637fa9a2ca0c2fa078910c4b,APPROVED,2023-09-27T21:01:55.662000Z,2023-09-27T21:09:43.222000Z,2023-09-28T17:02:50.103000Z,2023-09-27T21:10:05.791924Z,468.0,CE2K9TTL,518,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Science, Travelling, Philosophy",36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
651498416ad21434958d77cb,5e7f5cf737976e000850a4bb,APPROVED,2023-09-27T21:01:55.875000Z,2023-09-27T21:06:24.061000Z,2023-09-28T17:02:50.233000Z,2023-09-27T21:06:24.818276Z,269.0,CE2K9TTL,1259,English,none just my native langauge,Technical/community college,No,"No, I have no issues seeing colours","Health & Fitness, Music, Video Games",49,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
651498551ad4529f8fd74515,5eac39578621a7067ae955eb,APPROVED,2023-09-27T21:07:44.201000Z,2023-09-27T21:18:51.671000Z,2023-09-28T17:02:50.376000Z,2023-09-27T21:18:52.101742Z,668.0,CE2K9TTL,1762,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Sports, Politics, Economics",39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
6514985c73fb0fde0f14923e,63d2d8388a367c258ca82590,APPROVED,2023-09-27T21:02:24.599000Z,2023-09-27T21:07:26.226000Z,2023-09-28T17:02:50.518000Z,2023-09-27T21:07:26.793589Z,302.0,CE2K9TTL,414,English,none just my native langauge,Technical/community college,No,"No, I have no issues seeing colours","Health & Fitness, Music, Literature",53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
6514987c50117a1eb0c005c5,5ad0aed35b53cb0001f33bcb,APPROVED,2023-09-27T21:02:54.976000Z,2023-09-27T21:07:34.214000Z,2023-09-28T17:02:50.660000Z,2023-09-27T21:07:38.753060Z,280.0,CE2K9TTL,485,English,none just my native langauge,Technical/community college,No,"No, I have no issues seeing colours","Music, Video Games, Sports",40,Male,White,Ireland,Ireland,Ireland,English,DATA_EXPIRED,DATA_EXPIRED,
651498863619b8ebb290762d,63d13f343d0cb5503347e5ea,APPROVED,2023-09-27T21:03:02.578000Z,2023-09-27T21:13:50.915000Z,2023-09-28T17:02:50.822000Z,2023-09-27T21:13:51.440079Z,649.0,CE2K9TTL,426,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Music, Video Games, Travelling",33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,
651498a038d539ef1f7fe0ce,6414bb5268067523aa656cf6,APPROVED,2023-09-27T21:03:32.395000Z,2023-09-27T21:11:53.401000Z,2023-09-28T17:02:50.960000Z,2023-09-27T21:11:53.966401Z,502.0,CE2K9TTL,170,English,none just my native langauge,Technical/community college,No,"No, I have no issues seeing colours","Music, Video Games, Sociology",26,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time,
651498aa7b47e0342fdec658,5c96bf93f6a32b0016d32f6b,APPROVED,2023-09-27T21:03:41.613000Z,2023-09-27T21:14:57.100000Z,2023-09-28T17:02:51.096000Z,2023-09-27T21:14:57.621090Z,676.0,CE2K9TTL,1257,English,native language + one other language,High school diploma/A-levels,No,"No, I have no issues seeing colours","Entrepreneurship, Music, Video Games",37,Male,White,Canada,Canada,Canada,English,No,Unemployed (and job seeking),
651498b73a5815a42bd99d3a,5683ab462c7f11000d3cbf6d,APPROVED,2023-09-27T21:11:37.948000Z,2023-09-27T21:18:25.229000Z,2023-09-28T17:02:51.227000Z,2023-09-27T21:18:25.702269Z,408.0,CE2K9TTL,451,English,none just my native langauge,High school diploma/A-levels,No,"No, I have no issues seeing colours","Video Games, Music, Politics",35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
651498d2d04679e1ab5c3016,5ffc9c848f292611f524c2dd,APPROVED,2023-09-27T21:04:21.199000Z,2023-09-27T21:10:04.268000Z,2023-09-28T17:02:51.375000Z,2023-09-27T21:10:10.301606Z,344.0,CE2K9TTL,605,English,none just my native langauge,Undergraduate degree (BA/BSc/other),Yes,"No, I have no issues seeing colours","Art, Literature, Video Games",23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time,
651498e0b39a47b07245ebe1,6317b7898611093c58c8f63d,APPROVED,2023-09-27T21:04:36.185000Z,2023-09-27T21:12:00.626000Z,2023-09-28T17:02:51.515000Z,2023-09-27T21:12:01.170896Z,445.0,CE2K9TTL,411,English,none just my native langauge,Technical/community college,No,"No, I have no issues seeing colours","Sports, Entrepreneurship, Marketing",32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
651498e26306ef0604eca83a,60a83dbee5c20de028a5a9a6,APPROVED,2023-09-27T21:04:38.539000Z,2023-09-27T21:10:28.599000Z,2023-09-28T17:02:51.651000Z,2023-09-27T21:10:30.795931Z,351.0,CE2K9TTL,85,English,none just my native langauge,Graduate degree (MA/MSc/MPhil/other),No,"No, I have no issues seeing colours","Music, Politics, Literature",28,Male,White,Ireland,United Kingdom,Ireland,English,No,Full-Time,
651498e8bd34aa250799edfd,5aea351112ed990001f873c3,APPROVED,2023-09-27T21:04:44.752000Z,2023-09-27T21:09:06.575000Z,2023-09-28T17:02:51.793000Z,2023-09-27T21:09:43.339457Z,262.0,CE2K9TTL,302,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Health & Fitness, Science, Sports",28,Male,Asian,Canada,Canada,Canada,English,No,Full-Time,
651498e956680c1e1213b256,5ea81c884920c72209a75fe1,APPROVED,2023-09-27T21:04:44.030000Z,2023-09-27T21:10:55.906000Z,2023-09-28T17:02:51.929000Z,2023-09-27T21:10:56.404261Z,372.0,CE2K9TTL,897,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Science, Video Games, Sports",30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
651498ea8ab544577ec56267,5d50fbe64e3713001a005a19,APPROVED,2023-09-27T21:04:50.968000Z,2023-09-27T21:12:18.419000Z,2023-09-28T17:02:52.068000Z,2023-09-27T21:12:18.860238Z,448.0,CE2K9TTL,93,English,none just my native langauge,Secondary education (e.g. GED/GCSE),No,"No, I have no issues seeing colours","Video Games, Travelling",30,Male,White,Australia,Australia,Australia,English,No,Unemployed (and job seeking),
651498fa81542d5605bbbc44,5eecdbd10ecdd4090f68f114,APPROVED,2023-09-27T21:05:02.330000Z,2023-09-27T21:10:57.325000Z,2023-09-28T17:02:52.201000Z,2023-09-27T21:10:58.177398Z,355.0,CE2K9TTL,626,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Health & Fitness, Travelling",49,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
6514990320bb0c9f5a0376e6,5e55915743a1fb59e98dc499,APPROVED,2023-09-27T21:05:11.662000Z,2023-09-27T21:09:39.009000Z,2023-09-28T17:02:52.336000Z,2023-09-27T21:10:03.110137Z,268.0,CE2K9TTL,217,English,none just my native langauge,Graduate degree (MA/MSc/MPhil/other),No,"No, I have no issues seeing colours","Literature, Music, Sports",29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
65149914d1e90d1a6d72f5b5,63f8762e8d31b94e82923364,APPROVED,2023-09-27T21:05:27.832000Z,2023-09-27T21:14:32.206000Z,2023-09-28T17:02:52.496000Z,2023-09-27T21:14:32.657384Z,545.0,CE2K9TTL,393,English,native language + one other language,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Literature, Sports, Travelling",30,Male,White,United Kingdom,United Kingdom,Ireland,English,No,Full-Time,
6514991fe550ed7223ca3905,6120cea050e9bce18a162223,APPROVED,2023-09-27T21:05:39.937000Z,2023-09-27T21:10:08.681000Z,2023-09-28T17:02:52.631000Z,2023-09-27T21:10:09.227645Z,269.0,CE2K9TTL,1295,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Video Games, Sports, Music",30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Due to start a new job within the next month,
6514992573096cbd7b8253ea,62cdb245a54d52b45590c04d,APPROVED,2023-09-27T21:05:50.301000Z,2023-09-27T21:14:12.565000Z,2023-09-28T17:02:52.803000Z,2023-09-27T21:14:14.578128Z,503.0,CE2K9TTL,383,English,none just my native langauge,High school diploma/A-levels,No,"No, I have no issues seeing colours","Travelling, Music, Marketing",33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
6514992a9a453b743a0d69b7,5bad23638e44c6000123bcd4,APPROVED,2023-09-27T21:05:52.036000Z,2023-09-27T21:13:43.473000Z,2023-09-28T17:02:52.961000Z,2023-09-27T21:13:43.890178Z,472.0,CE2K9TTL,1774,English,none just my native langauge,Technical/community college,No,"No, I have no issues seeing colours","Music, Sports, Travelling",59,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
651499353933771478ec2837,6398cbd807a6ad15411601a3,APPROVED,2023-09-27T21:06:04.943000Z,2023-09-27T21:13:47.845000Z,2023-09-28T17:02:53.111000Z,2023-09-27T21:13:48.484963Z,463.0,CE2K9TTL,424,English,none just my native langauge,Technical/community college,No,"No, I have no issues seeing colours","Sports, Politics, Science",60,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",
65149936cd28842c61b2a0bb,60d4aa208e23c392761da4a9,APPROVED,2023-09-27T21:06:01.257000Z,2023-09-27T21:12:24.876000Z,2023-09-28T17:02:53.261000Z,2023-09-27T21:12:25.354729Z,384.0,CE2K9TTL,858,"English, German, Spanish",native language + two other languages,Graduate degree (MA/MSc/MPhil/other),No,"No, I have no issues seeing colours","Art, Health & Fitness, Travelling",25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
6514993f093f57314774936c,560925acd7def20005b7362a,APPROVED,2023-09-27T21:06:09.772000Z,2023-09-27T21:14:31.064000Z,2023-09-28T17:02:53.414000Z,2023-09-27T21:14:31.595604Z,502.0,CE2K9TTL,688,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Economics, Sports, Marketing",55,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
651499447bd0c28a92dec640,5e74f8c002c79b0464a51925,APPROVED,2023-09-27T21:14:04.791000Z,2023-09-27T21:19:22.818000Z,2023-09-28T17:02:53.555000Z,2023-09-27T21:19:26.771723Z,319.0,CE2K9TTL,565,English,none just my native langauge,Doctorate degree (PhD/other),No,"No, I have no issues seeing colours","Science, Sports, Travelling",35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
651499486b5290443f9d5096,63c543d1781c7d3161a2e1d2,APPROVED,2023-09-27T21:06:30.379000Z,2023-09-27T21:18:49.771000Z,2023-09-28T17:02:53.696000Z,2023-09-27T21:18:50.269187Z,740.0,CE2K9TTL,142,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Sports, Travelling, Health & Fitness",43,Male,White,Australia,Australia,Australia,English,No,Full-Time,
6514995540dd77fb7eaa094c,5d410f4d037fb000173a2832,APPROVED,2023-09-27T21:06:35.251000Z,2023-09-27T21:11:53.591000Z,2023-09-28T17:02:53.851000Z,2023-09-27T21:11:54.224304Z,319.0,CE2K9TTL,759,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Health & Fitness, Entrepreneurship, Politics",47,Male,White,United Kingdom,New Zealand,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,
6514995e4cf3302e970d69dc,5c377642bc6444000133aae9,APPROVED,2023-09-27T21:06:47.066000Z,2023-09-27T21:23:00.168000Z,2023-09-28T17:02:54.016000Z,2023-09-27T21:23:00.745221Z,974.0,CE2K9TTL,2335,English,none just my native langauge,Technical/community college,No,"No, I have no issues seeing colours","Health & Fitness, Music, Sports",62,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
651499630d95148e02a38187,60009ee6d7db7017e5bbadd1,APPROVED,2023-09-27T21:06:47.959000Z,2023-09-27T21:33:35.573000Z,2023-09-28T17:02:54.216000Z,2023-09-27T21:33:39.073838Z,1608.0,CE2K9TTL,787,English,none just my native langauge,High school diploma/A-levels,Yes,"No, I have no issues seeing colours","Entrepreneurship, Music, Video Games",26,Male,Mixed,New Zealand,New Zealand,New Zealand,English,Yes,Full-Time,
651499799b66daf5371e5de5,6093e97c7eebc2de541eb6b5,APPROVED,2023-09-27T21:07:09.709000Z,2023-09-27T21:11:29.510000Z,2023-09-28T17:02:54.419000Z,2023-09-27T21:11:30.503795Z,260.0,CE2K9TTL,854,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Music, Health & Fitness, Sports",53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED,
6514998674d773ce51f64862,5e6faa06b59a32573bcde7f1,APPROVED,2023-09-27T21:07:23.640000Z,2023-09-27T21:14:32.543000Z,2023-09-28T17:02:54.550000Z,2023-09-27T21:14:33.028240Z,429.0,CE2K9TTL,2139,English,native language + one other language,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Video Games, Entrepreneurship, Science",55,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
6514998990b3ba797198136e,5ee348695e8d840009e3aac4,APPROVED,2023-09-27T21:07:27.620000Z,2023-09-27T21:12:38.574000Z,2023-09-28T17:02:54.709000Z,2023-09-27T21:12:39.102328Z,311.0,CE2K9TTL,181,"English, Gaelic, Spanish",native language + two other languages,Secondary education (e.g. GED/GCSE),No,"No, I have no issues seeing colours","Travelling, Sports, Music",21,Male,White,Ireland,Ireland,Ireland,English,Yes,Full-Time,
651499a806606aeb5b041150,5c912cc4833d710012ba013c,APPROVED,2023-09-27T21:09:10.424000Z,2023-09-27T21:14:16.201000Z,2023-09-28T17:02:54.846000Z,2023-09-27T21:14:16.665792Z,306.0,CE2K9TTL,782,English,none just my native langauge,Graduate degree (MA/MSc/MPhil/other),No,"No, I have no issues seeing colours","Science, Politics, Psychology",22,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking),
651499afb191315ccb176e0d,636594aeb530d6f0868d9806,APPROVED,2023-09-27T21:08:05.137000Z,2023-09-27T21:21:20.917000Z,2023-09-28T17:02:54.987000Z,2023-09-27T21:21:29.224113Z,796.0,CE2K9TTL,469,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Art, Health & Fitness, Philosophy",57,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other,
651499b09b66daf5371e5df1,63468b5746681ecf27ca1ff4,APPROVED,2023-09-27T21:08:03.889000Z,2023-09-27T21:13:25.609000Z,2023-09-28T17:02:55.124000Z,2023-09-27T21:13:26.083498Z,322.0,CE2K9TTL,624,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Entrepreneurship, Video Games, Health & Fitness",27,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
651499b222e5cb38154d42e6,5c195dd90084c50001ed0ce5,APPROVED,2023-09-27T21:08:11.860000Z,2023-09-27T21:15:50.819000Z,2023-09-28T17:02:55.274000Z,2023-09-27T21:15:51.556285Z,459.0,CE2K9TTL,2111,English,none just my native langauge,Secondary education (e.g. GED/GCSE),No,"No, I have no issues seeing colours","Music, Sports",56,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
651499b362c258a4ceb2a0bd,5e39dfdc54fca708912dfab5,APPROVED,2023-09-27T21:08:06.515000Z,2023-09-27T21:11:53.316000Z,2023-09-28T17:02:55.417000Z,2023-09-27T21:11:53.764098Z,227.0,CE2K9TTL,2186,English,none just my native langauge,High school diploma/A-levels,No,"No, I have no issues seeing colours","Politics, Video Games, Literature",59,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
651499b6191f52061e1db38b,63ea50e939384e325df6375c,APPROVED,2023-09-27T21:08:09.194000Z,2023-09-27T21:16:36.197000Z,2023-09-28T17:02:55.557000Z,2023-09-27T21:16:36.984989Z,508.0,CE2K9TTL,81,English,none just my native langauge,Graduate degree (MA/MSc/MPhil/other),No,"No, I have no issues seeing colours","Health & Fitness, Science, Travelling",31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
651499b9aabddddde6f64879,5ede96d4334831121745dcd6,APPROVED,2023-09-27T21:08:13.951000Z,2023-09-27T21:13:16.782000Z,2023-09-28T17:02:55.688000Z,2023-09-27T21:13:17.354301Z,303.0,CE2K9TTL,818,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Art, Literature, Music",52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
651499bd57c3cf4bab0f9894,5966fe356cb5730001fb7c6d,APPROVED,2023-09-27T21:08:16.564000Z,2023-09-27T21:13:25.014000Z,2023-09-28T17:02:55.826000Z,2023-09-27T21:13:25.466826Z,309.0,CE2K9TTL,159,English,none just my native langauge,Technical/community college,No,"No, I have no issues seeing colours","Economics, Philosophy, Science",29,Male,Mixed,Canada,Canada,Canada,English,No,Full-Time,
651499bfd97b62e5c1464252,565e944394730100114a9119,APPROVED,2023-09-27T21:08:17.534000Z,2023-09-27T21:12:44.078000Z,2023-09-28T17:02:55.963000Z,2023-09-27T21:12:44.564443Z,267.0,CE2K9TTL,471,"Dutch, English",none just my native langauge,High school diploma/A-levels,No,"No, I have no issues seeing colours","Politics, Mathematics, Music",30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
651499cc26f6b77ccead7ead,629e10d748005830b9eee9a0,APPROVED,2023-09-27T21:08:31.664000Z,2023-09-27T21:24:26.407000Z,2023-09-28T17:02:56.101000Z,2023-09-27T21:24:26.879909Z,955.0,CE2K9TTL,1150,English,none just my native langauge,Undergraduate degree (BA/BSc/other),No,"No, I have no issues seeing colours","Economics, Health & Fitness, Psychology",28,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time,
651499d43a5815a42bd99d8d,63d7dbd36b6ec0c5e8763228,APPROVED,2023-09-27T21:08:43.296000Z,2023-09-27T21:17:05.123000Z,2023-09-28T17:02:56.241000Z,2023-09-27T21:17:05.590097Z,502.0,CE2K9TTL,98,English,none just my native langauge,High school diploma/A-levels,No,"No, I have no issues seeing colours","Video Games, Music, Science",32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
651499da3b9d939a8fd99d5c,5ed18ee704d0cf0f6535f540,APPROVED,2023-09-27T21:08:47.159000Z,2023-09-27T21:12:29.201000Z,2023-09-28T17:02:56.387000Z,2023-09-27T21:12:30.385195Z,223.0,CE2K9TTL,50,"English, French",native language + one other language,Graduate degree (MA/MSc/MPhil/other),No,"No, I have no issues seeing colours","Art, Video Games, Sports",24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time,
65149ef08938444ee774931c,605269ed69c7aac84a09dc72,APPROVED,2023-09-27T21:30:27.465000Z,2023-09-27T21:37:22.959000Z,2023-09-28T17:02:56.518000Z,2023-09-27T21:37:23.489711Z,416.0,CE2K9TTL,1018,English,none just my native langauge,Technical/community college,Yes,"No, I have no issues seeing colours","Science, Travelling, Video Games",45,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
6514a28ca83ab38f1b749370,6413a4a1a6e064ffb173f1ce,APPROVED,2023-09-27T21:45:57.434000Z,2023-09-27T21:54:35.382000Z,2023-09-28T17:02:56.662000Z,2023-09-27T21:54:36.065582Z,518.0,is:CE2K9TTL,439,English,none just my native langauge,High school diploma/A-levels,No,"No, I have no issues seeing colours","Music, Mathematics, Video Games",46,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,
